vin,sellingprice
3lnhl2jc4ar615582,13140.056314284138
4t1bf32k33u562748,2049.668735459047
1d7hu18d75s323919,7378.763236792271
1b3cc4fb9an189063,6640.406783490625
1gndt13s662358557,4143.84394453504
wddgf4hb5cr239429,19989.445291822765
km8jt3ab7cu401390,12061.405177379114
1gkev23768j263857,11243.896599962578
jthbf5c24c5176380,22507.376692482387
1hgcg165x2a027836,1745.1970383550386
kmhd35le6du156678,14554.658451880323
wbavm1c51dvw41350,23000.872363321236
1c4rjeag7ec144910,22993.790356938338
2d4rn4de8ar496990,6175.528032905472
4t1bf1fk7cu098636,13209.532894570983
wauaf78e26a046795,2007.183468073702
1gkdt13s122106237,1380.9725612711
1n4ba41e66c829787,3843.901458724096
4t3zk3bb8au024609,16261.764417007313
1fm5k8d83dgb86317,26715.30221399888
1n6ad0ev4ac404087,15006.793117515821
2c3ccabg4eh261658,24674.173611784445
1fafp552x3a196871,583.2096724633087
1gnscbkcxfr160773,39503.246471866
kmhct5ae1du137471,10487.85963019482
2hges16543h601504,2121.98252828247
wba3b5g51fns15840,35780.22468357443
3c4pdddg8dt615227,13163.48375004515
jthce1blxd5001563,30524.080848061014
1j8gl58k85w613103,2357.3914475147867
3fahp0gaxcr304900,8631.985511959043
1ftnf1cf0ekd48113,17522.800543999572
1fahp2f83eg183230,19043.56754471369
1g1jc6shxd4189457,8315.384410218177
1fmzu73k53uc18137,1233.284495533283
1fmcu0h92dud56139,18031.340672586146
jm3ke2cy8f0434836,18987.81255173317
1g1zf57579f254408,8979.803748835244
jthbk262982063524,12215.57101969335
3n1bc1cp1al391729,3422.3529298684825
4t1be46k47u032443,6221.705515089453
jn1cv6ap9dm713252,22398.85637293395
jtlkt334264049092,2530.6175129526655
4jgdf7ce4da223492,40485.79245194169
wp0ab2a90ds123041,82884.27654291394
2g1wf5e37d1220344,9099.06219515434
1c3cdfbaxdd268356,12164.041554461939
1j4rr4gg4bc555195,15622.568720813488
1gyek63n92r200314,1893.8686886073936
5j6rm4h55cl021118,14775.099232479703
jm1bl1uf3b1390089,8510.732460989817
1nxbu4ee9az306581,9436.472295836254
3ln6l2gk8er825498,28086.11674936499
kmhcn46cx9u341270,3613.3252939312283
1fmjk1h5xbef34161,27559.802376686283
jm1gj1v66e1162487,18475.97640579828
1fafp55s53g166741,1751.4852091283367
jhlre4h47bc035761,14788.354522527115
1hgcg56702a023996,2186.4162397625223
3vwrt71k66m746558,3865.5985843287785
5tfdw5f17cx249548,25258.161214337135
2c4rdgcg8er253237,16675.995501676418
19uua56883a074677,2027.0023152841216
2lmdu68cx8bj05646,14584.970576348984
5n1ar18u67c626356,4735.123673423307
1ftne2ew8eda20173,22541.086218424705
1fahp3gn9bw184524,6598.719978325417
19xfb2f5xee243381,7730.21081631837
1gtw7fca5e1905770,20038.558190694457
1zvht85h455209305,8111.858734912903
1fafp55u11a128859,1300.8032354466345
jthbe1bl6d5001460,31100.859867991872
jm3er2bm7b0405127,16033.027524185085
2c3cdxct1eh315591,22389.214599441922
5xxgn4a7xcg039135,13832.353900195869
1g2zg57bx94117540,2103.2365841918545
3n1ab6ap9al644813,6360.507620449827
jtjbt20x930014425,8422.429027799823
1g6dt57v780164982,11004.864710155285
2fmdk3kc4eba30799,21808.217921043157
2c4rdgbg9dr616368,9483.703029157783
1ft8w3bt5cea27096,32548.929561855843
jthbe96s070016618,11688.541562532906
jtmbk33v085063691,11191.038051148513
3lnhm28t28r660744,8330.629240653907
jtmbd31v275093545,8894.088797456861
1gtek19z26z254627,9682.48184438748
jtebu5jr0a5028050,21836.00482662735
4t1be46k07u044069,4468.875945639456
5xxgm4a7xeg282238,14234.959696941147
5npdh4ae4eh505402,13092.925110550928
wdbrf40j63f382931,3495.4241902053914
5tfhy5f11dx308848,31965.206163090723
1n4aa5ap9bc866393,12877.397422675607
1j4gz78yxwc163618,642.0406990520615
2t3bf4dv6bw173640,14915.008585465639
1n4al3ap6dn429862,14774.208068774065
1c3cdzab4cn136021,9014.827097094512
1fmcu0dg1ckc48030,8542.885184274211
jn8ae2kp0d9068333,14390.064921447178
1mefm50ux2g620409,1001.923400251688
1fmyu031x5ka88199,2782.712101589049
5npet46c59h535167,5145.289624063126
jn8cs1mw4dm173129,31685.08480030328
1fmcu0gx4eub81474,17618.92785061834
jtdkn3du5d1615796,14653.521465463778
1fm5k8d89dga37233,25188.610879304902
1ftpx14555na08675,3699.4933698249815
1fmhk8d85cga18738,21136.628584196696
wddng71x07a121188,13940.906077815669
1b3hb48b37d201969,3868.209819238842
2hgfa16519h369184,4845.027213932777
1gys4kef6br346956,38841.60072808407
1b3cb4ha4ad603024,5258.735631961701
2fmza52256ba56681,2420.387305855746
1n4aa5ap8ec486577,11897.710360565343
2g1wg5e33d1191129,10007.26183383911
2fmdk4jc7dbb48738,21519.84296283557
jn8az1mw3bw182053,15778.951150790572
knafk4a67e5154467,11406.658235509542
wddgf4hb8ea930911,24659.953902333662
19uua8f20ca020058,19201.835113051115
jn8as5mv1cw705624,15157.18435446235
1g1jc6sg3d4231703,8460.980754929615
knaft4a25a5242857,7683.961975390067
wdbtk76g84t024831,2445.985619242903
wba3a5c55cf345182,26555.56737998444
1c4bjweg5dl655483,30092.513436219524
1gcec29029z162071,13300.723887018792
1c4pjmak6cw120986,8979.732355988399
1fmpu15576lb00788,4339.697055380051
2gnfleek5c6358786,15004.472420453454
2c4rc1cg3er180357,24020.401278510304
2b3ka43r58h326800,2312.5939719444045
1g2zg558964261180,2290.2203579070274
wmwmf73518tt88928,7137.996299011379
kmhhn65f76u206174,3033.2627304513358
2d4gv58205h591407,2907.903788271161
1n4al11d96n405049,3662.271633933272
jf1znaa18d2731233,18421.727922443763
2hgfg1b99ah500776,8989.37248569776
2t2bk1ba3cc153153,27890.683956203186
1ftne2ewxeda19977,20220.556748872175
jn8az1mw8dw313688,16525.0620232924
1gbhg39c591143468,3378.1411304077537
wmeej3ba0ck553414,5647.514115176755
5j6yh18798l015149,6261.104190037826
2d4rn5dg4br721026,8075.131032075599
1j4gx48s24c385874,6072.825176853948
wbapt735x8cx00895,10051.922781873282
1fbss31l53ha60766,5058.905779352606
2fmhk6c85dbd11442,16901.725670857075
5tftx4gn8dx024805,19244.5847345104
wauhfaflxcn010306,21318.42389061912
kmhgc4dd2du221586,19261.163007699553
2c3ja53g25h678246,2164.526127051066
1ftyr14u0wta78359,1417.2554882775717
jn1cv6ekxdm923406,28258.47242454642
2fmdk4kc4cba79827,21790.255842322567
1yvhp81a695m35040,7439.258198960922
salmf13496a235125,12312.26271489168
kmhfh4jgxda233076,14439.605244247077
3fa6p0k99er301400,14636.608006904768
2gnaldek6c1277684,12929.188197349671
4jgcb65e67a056765,6483.7686495698745
5j6rm4h33dl071421,16777.808048068793
4a32b3ff9ce023054,9641.603499869767
1gcrkpea0cz276898,11258.526612414047
2a4gp54lx6r781680,2839.9400133940576
5fnrl5h60cb073055,12742.610389722731
1fm5k8d88ega09800,25385.652261418476
1gtw7fca0e1906082,20214.72328007146
1gkek63ux4j159713,5505.444027403579
ja3au86u78u008441,4747.550330044763
1g8al55f66z160145,780.2107858652936
wbaet37465nj89798,10058.681427242433
1g1ak15f177200574,4023.060672941663
1n4al3apxdn440136,15606.836663929
3d7mx48c36g247655,6637.995469767695
jthkd5bh7c2055355,19979.40912841998
1fm5k8f85fga04570,26768.368647952295
wdbsk75f43f060145,13507.339518113597
1n4aa5ap8ac816289,8079.788569888232
2fmdk4kcxdbb95356,18040.130247828027
5yfbu4ee5dp087012,10839.483278622525
2g4ws52j131114990,910.7267879741939
1c4rjfcg7cc103273,17857.599335948828
jthbf5c29d5187781,25432.998975148465
2t1bu4ee8cc800628,9202.649362346796
2c4rdgeg2er179133,18765.675124781694
jn8as5mtxew603465,12763.095415172567
5j6re4h71bl067297,16627.238260557464
3fahp0ha3cr291860,9293.849825635782
4jgbf7be5ca781293,27574.530620253787
3g5da03l07s562513,3558.7272139161246
1n4bl11d96c251104,4617.5119581729605
jthbf5c25c2102810,23164.57372497393
jm1cw2bl8d0149065,12321.014244824084
3tmlu4en7em150625,29344.456060091477
3vwsf71k36m629545,2996.957883900965
wbafu7c58cdu58748,29524.616547636815
3vwbx7aj5bm108602,9830.917845372063
5npdh4ae0fh571222,11522.921818393948
1n4al3ap8en260008,14450.970835843642
1g6ky54911u182876,818.3483914363918
1n4aa5apxbc856004,18685.771400538717
1fafp56u67a191527,2442.6164491469412
jthch96s260017537,12121.205658684676
4t1bf32k43u557395,1785.489231496614
3fa6p0lu8er308079,17915.205165582258
1n4al2apxcn413527,13021.641691099445
jn8cs1mw3dm173915,26154.536177832157
1ftne2ew4dda54948,20010.84159769801
1ftpw14584ka09953,7179.114778612053
1g1zd5e0xcf385031,10427.237909048066
wbafr7c54cc810649,28110.99518273938
1hgcp2f67ca142264,13237.071307044083
1j4rr5gt4bc603765,21810.58710766376
jtjbt20x350075451,4553.736233271539
1c4njrfb3fd249037,18173.795131818893
1yvhp80c385m20285,4564.534776410178
4m2cn8b77akj08834,8853.750536127423
1hgcp2f32ca079306,12871.373538747612
jthcf5c24b5051415,21432.586935647785
1vwbp7a31dc109607,13013.460300478628
1gnkvgkd4dj194946,19630.330932422585
5fnrl5h43cb013351,16967.385260996336
3fa6p0h94er382314,16111.338285929656
3vwsb69m92m095277,2149.9525032285433
1ftkr1ad0bpb02706,8424.890028752372
1hgcp2f68ca145092,13158.861712876307
wbagl63413dp61945,1606.9556766734506
1g11b5sa3df131680,11923.515860747784
1n4al2ap4bc140482,8136.921253027272
1b3el46x14n308491,1410.3158816053005
1n4al11d56n333816,5882.784540157203
wbskg9c55ce797894,37991.91631075525
1n4al3ap7dc912532,15765.116203645623
3gkfk16r1xg529905,726.4220078626173
wbaxg5c59cdx03671,28269.70110771209
4n2zn16t42d808408,912.2970500245883
1fmju2a59eef40614,31027.061224782665
3c4pddbg0et211908,16133.092128804263
2t3df4dvxcw191648,19384.64879451011
1ftne24213ha50152,1857.401031034918
1n4aa5ap5dc830123,20440.525116469857
5gten13e588114084,12902.471707942574
19xfb2f92ce015858,13489.98446600016
3fa6p0h71er243840,16894.824898126913
1g6dm577040113901,2772.344962969994
1c4hjwfg8dl664400,33238.725846949936
1j4fa39s76p781106,13206.029372703133
1fmzu73k05uc04214,3369.589026706079
jm1cw2dlxc0141481,13932.931297810119
2hnyd18814h548804,8801.095244604989
jthcf5c22c5057540,22395.67505486309
1c3cdzab6dn607023,8783.409701804429
1gcskse38az100409,16783.63647911035
2t2zk1ba3dc124462,32161.342074220014
1n4al3ap8fn311380,10539.959009866045
jtjht00w923521747,7055.478654725633
1n4al2ap8bc148553,10696.317530675282
3fa6p0luxer308326,17940.250981828423
1g6ds5e33c0100614,12445.106432167273
6g2er57788l127964,4586.778641398431
kmhec4a43da066396,12297.828873656377
1fmcu9d79ckb22440,12222.715263012757
1ftew1cm0ekd93017,25733.02170170445
2t2bk1ba7cc145833,27892.19471888921
5uxwx5c57blw13582,27662.54358876132
1gnec13t24j223706,12048.44023172992
1c4gp64l9yb658059,436.31573713530423
2c3cdyag7dh604131,18229.906355399242
1c3bcbfg8cn279810,17893.61611990617
wba3a5c55ep601379,34289.616098242506
5tdba23c64s003155,2546.891616171267
knafx4a62e5097239,10844.569832355168
wbabd534x6pl17693,6142.917458153078
wbawb73547p021677,10435.867446410402
3fahp0hg7cr419926,9742.978259175059
4t1bf1fkxeu419703,17461.53677278191
1vwah7a32dc088713,13481.43463666682
wddgf4hb4cr216756,21101.003270668883
jthbn36fx55021972,5179.70466013093
wddgj4hb4cf802891,22086.212534839768
5fnyf3h55db017208,25721.15715456151
3vwrm71kx8m180209,3850.352801089948
5fnyf4h73cb048964,21928.932900116142
1a8hx58p77f544718,7220.620545995823
1n4bu31d9sc101562,729.5892353495909
3d4pg5fv0at150580,5474.851306123798
1fm5k7b89dga29971,19438.2135852718
1fm5k8d85dgb79417,17107.443378771895
2c4rdgbg9cr146454,5196.206414737861
jtdkdtb36e1574688,15646.428156002374
5npeb4acxch416211,11570.740792946248
1ftne24w04ha63334,1975.7030864470512
1fahp32n49w170273,3755.7333238634624
knadm4a36e6394885,11367.368724367829
yv4940dl1e2516909,28174.09861689017
wbadm6344ygu28113,1566.3391477216342
5xyktca62fg600638,20403.622417079092
2c4rdgbgxdr656040,13153.494798598505
1zvbp8em3e5231769,13347.598530499374
5npeb4ac1dh747390,12447.91604368726
sajwa71b06sg49749,3228.8732540373694
2c3ccaagxeh232618,18551.24084141015
2g1wf52e749274511,1400.361905997436
1hgcs1b87ca014624,11461.30162310735
5tdzk3eh7as019760,11902.112303050382
1c3ccbbb1dn545698,12265.269831952855
1gdgg31v061903480,954.7122906323547
jh4cu2f40cc013422,18996.61112114893
1j8gr48k89c543652,11159.956840934095
1gcdt136758206181,5474.013106646608
1g6kd54y35u238468,547.2384764222057
yv1mh682452064955,1288.458234998037
wa1wkafp8ca038020,27107.29442289509
5xykt3a69cg300963,14362.22806078276
2c3ja53g65h530438,1249.224423505772
jteht05j732043105,5507.262888103629
waujf78kx9n051245,13877.273075885874
wddgf8ab3da803774,24836.946779740494
1fadp3e29dl186382,11521.703664466539
jm1bl1ug8b1901479,9699.438347007517
1g1jc5sh9c4159245,7065.01722528078
1ftfw1ct8ekd55644,33667.208334986426
jtebu11f98k007353,11132.388497944467
2g1fc3d31c9118200,19384.41639879221
1ftpw14524kd61376,9748.084395274733
jn8ar07s4xw366220,2165.3902859025575
jhmfa16886s002021,3589.834052867705
1fmfk20557la13598,8368.54606707143
jtkjf5c73c3031845,12927.17485946628
1fmdu73w12uc78556,897.4304922186755
jthbe262062004334,10152.211474123398
1hgcp2f69ca058253,11928.826210696243
1c4rjfag6cc226470,22752.35575685399
1n4dl01axyc220729,1112.556562053271
1n4al3ap9ec420585,17144.677935323463
2t1bu4eexdc088902,13203.986195477406
2hgfa55587h701059,2845.8137545518057
3n1ab7ap6el622733,8662.735011046561
4a32b2ff9ce012307,4048.586716164999
1n4al3ap4dc171921,12260.809285682286
3fahp0ja9cr292361,10998.140010104462
wauvt68e03a289215,1770.714717396295
1ftfw1et2dfb12240,31686.691527428266
jhmgd38617s046608,4789.109979651184
1g1am15b567709265,4096.1822578733045
waubfafl6an051406,17514.204719249246
2g1wg5ek0b1132088,6458.463848757043
jm1de1ky4c0152251,6379.7467066247245
3fa6p0lu9er308365,18257.85474032522
2g1wt58k489220398,8890.743673234574
jn1cv6ar3cm970942,16779.71643877175
3gtp2ve73dg327408,29128.85361484969
5npdh4ae3dh364031,11243.12455519783
1fmcu9c74ckb32584,7379.236710418555
5n1ar2mm7ec632479,24095.815141132047
wbana53524b848816,4100.223690162431
kmhdh4ae0du591078,14104.162271429159
jn8dr09y53w837283,3818.2284057341944
2g1wf52e049343300,1513.488803736446
1n4al3ap2dn518991,13121.169487912359
2fmdk3kc0eba39029,21512.086197543376
4a4ar5auxde025109,14794.035045733735
4jgbf71e07a277435,14033.132842731677
1c4rjfjt0ec161941,36027.945694902875
kndmg4c73e6543215,15844.645989915307
4tawn72n1wz067204,2840.6615055617035
4t1ca38p94u023493,2256.6318240706237
wbawc73549e068865,17551.808243323423
4t1bd1fk6cu030673,14557.447816925927
2g1wc57m391241018,6979.038004070393
sajea51c64wd55397,1732.759154458939
kmhgc4dd7cu178426,16849.13388140528
2fmdk4jc9cba76004,20712.964306981507
2c4rdgeg7er431698,19605.08727454211
1j4gl48kx3w625200,3210.8219411976897
1j4hr58215c694872,5427.166540889056
1fmeu63e58ua62563,9296.717672529825
2b4fp25b6yr855053,587.2053372852778
5fnrl38727b424521,6776.300127110905
1g6ab5r33d0144028,19794.355361395068
1d7ha16k68j184239,9117.218700623363
1g1ak52f957602626,2934.6270654250143
1d8gt58648w218755,14722.761611526383
1g11c5sl9ef189907,16568.776544215725
5fnyf3h55cb025307,20041.421889930407
1j4gw48n24c120773,4597.794344287624
2b3ka53h37h686434,7441.022807233768
19uua5659xa002897,1586.5506173860554
jt2bk12u920040680,2290.414531849972
1g4hd57237u173862,6019.787245239817
2c3ccagt2dh683335,20276.73417868076
5npdh4aexdh321788,12565.310621885437
jn1cv6ar3cm977843,19917.461476076936
3fahp08z47r131014,1711.8996452394408
wauffafl1ba096599,20525.390236735835
1g1pf5scxc7224267,8100.5714886851165
2hnyd18954h519301,3017.144815994603
1fadp3f26el185674,10358.63311463749
1n4al2ap0bn461388,7939.432675285471
jn1cv6ap2cm622967,19241.422580273644
wmwrf33517tg17673,7289.5818314970265
1ftsx21p55ea51757,4079.1249922498178
1ftex1cmxdfa39798,16574.821301343727
1j4gs48k86c217044,4529.098493073841
1gnec13v33j181353,6322.234700359383
3fahp0ha2cr398852,8024.345925444604
3fa6p0h90dr152655,13960.129483492243
1ftww31p76ed61744,6124.247420357657
1n4al3ap7dc906455,13273.640759666672
jthbk1eg6c2497691,22270.830996087145
wbaam3333xkc58754,1094.2001429522893
5xxgm4a73dg182609,12362.746770081381
3fa6p0h77dr147953,17784.169244896922
jthcf5c28b5050719,22228.141660403904
1fm5k7f85dgb32072,27265.31348140151
2a4rr5d1xar346670,8696.891181242443
5tfnx4cn1bx002480,7098.482664275795
1fm5k8d87egc50750,24924.579854034568
1fmju1h55cef02858,21400.58630222271
1n4al3ap1ec157167,12642.082088786286
3gtp1ve02cg224288,24679.262007320373
3fa6p0k91dr147926,19485.26067700243
3ln6l2gk2er828137,22163.94403870663
wdbuf26j35a689186,7477.418473012515
jn8az1mw3bw181730,17480.51720409436
5gakraed4cj154842,18774.51492469715
4s4brbcc7e3258193,23008.227771227146
1c3cdfaa0dd346418,10954.858586839187
2a4gm68476r693509,3795.7747667103063
5npec4abxch410087,14146.041870861243
2ftrx17w24ca01622,1278.2017148781638
1g1pc5sb5e7388352,12242.14949164475
kmhcn4ac4bu605337,6652.912936548851
wddgj4hb2df946456,24375.171208726093
2g4ws52j621182099,2191.330088221303
4t4bf3ek2ar068282,7057.188795423902
3gnfc16008g200289,9460.185762957703
1g1pf5sc9c7123141,8570.06151627623
1gc4k1c84bf188198,33077.13089713369
1fmhk8d88cgb04044,20627.080155285283
1fmdu63x6yza35758,763.5953091411999
1gchg35u841130250,2191.957193264622
4t1bf1fk3eu420353,15479.444586018159
kmhdu4ad1au120345,2755.337299109375
wauhfafl9en007707,28663.924947303283
1g1je5sbxe4177567,11916.805275933115
1c4njcbb6cd626250,11853.169367750148
1n4al3ap0dn488504,11933.171517595858
1n6af0ly3en104106,20706.2550294603
ja4ad3a3xez019526,18243.14874199839
1nxbr32ex6z726342,3024.004769339436
1ftfw1et8eke40626,26125.645432463243
3ln6l2j97dr825772,23083.870865821784
jtjhy7ax4a4043487,39292.45542068799
2c3cdxbg5ch296724,13507.263486428097
kmhdu46d98u345129,6281.59527117151
kmhcn36c47u039206,3282.306061282658
1n6bd0ct0ac446701,9117.480475057026
1j8ff47w47d278969,9991.608543992535
2gnflnek9d6213977,17155.88585401948
1n4al2ap6cc173940,11927.148158614556
wvgav7ax5cw557624,16328.128892143328
wddgf8bb9br151093,19158.17023818895
2t1burhe2ec145197,13870.29297783074
5uxzv8c55cl425052,40140.488984609976
4f2cz94103km07125,3875.3223617174763
1gndv23148d201589,3186.2275493087495
3n1ab6ap8cl743710,10350.51156393765
2d4gp44l56r836085,4595.011305600789
zfbcfach7ez005432,14081.853092636384
1g11c5sa4df210174,14035.633437241899
wbsde93493cf92356,4198.653359032485
jtezu17r640020809,3016.34141095375
1d7hu18n05j577776,8779.490062006698
5uxzv8c50cl423449,33254.03705165645
1fmcu0g94dua54773,13114.078024978397
wbavm1c56dvl64436,23572.137782692313
jnrar07y2xw068040,1540.563140204162
3gnfk16zx4g256638,6989.345617684837
1gks2ke71er202972,31777.847996566354
1n4aa5ap5bc818356,14605.292819474771
1g2za5e02a4162107,5996.123169390744
wddsj4eb8en039927,32736.815203720176
wbafr9c57bde82246,23666.689126888785
1g1zc5eu6cf168226,7657.033634860619
3fahp07127r135669,8501.631445197347
jn8af5mr0dt206355,15135.352279121527
2gnflgek4d6317613,15981.681399671512
1ftyr14u47pa62983,2902.8394883021465
3fahp07167r268242,3247.1183714392328
3fahp0ja6br323614,10053.597810988902
3c4pdcab5dt722691,14410.076564586981
2c3ka53g36h259442,2987.888836795073
1g6dp577870111325,6764.137334124171
wbalm1c5xce633818,40768.84522591547
1fafp56u27a143975,1028.805046135593
2g1wb57kx91282523,5229.111363150188
1gndv33188d146487,3153.5206368112995
3gnal2ek5ds624027,13136.594596767576
1hgcm826x7a005164,9198.770457647575
5yfbu4ee7cp053023,11860.155500000881
2g1115sl8f9102241,20781.583957649564
waudf98e98a065503,8647.226838230863
ml32a3hj7eh006846,8032.766363005897
2gnaldek8d1183212,15903.79097696195
jnkcv64e49m605537,13297.416271503118
19uua76588a047648,7181.930616614689
5j6rm3h72cl011903,20207.318193476644
3gnca13b79s625392,2889.4491845333923
1g6kd54y35u145627,2174.6087594970036
3g7da03e62s560251,662.9140035129655
1fafp53u04g130722,2434.4258660524233
1fahp35n39w193281,6327.940481583533
3c63drgl5cg285646,22002.442787389224
3gcek23m39g283237,17402.018948604768
3fahp0ha8cr420725,9103.75564567123
2cnflcew7a6357776,10158.005622886483
3fa6p0hr8dr337732,13900.324234175741
2hgfg3b50eh520607,15050.230310277955
jthbf5c21d5192649,24683.08950100636
4t1be46k49u807083,7689.177182333661
jn1ca21d5vt858757,881.171921642954
1hgcp2f46ca060346,10230.362925179053
2t1burhe3ec010360,12921.58705980404
2fabp7bv5ax113795,8971.967456012517
jn8az1mw0cw200560,17143.05261200995
1n4al2ap5cc186839,12578.710703273407
5tdza3eh4ds041240,19741.384980116443
2hgfg21597h707424,4831.135095131657
jhlrm4h75cc004670,21265.598625519244
5npeb4ac8dh680075,12262.662017832788
3fa6p0hr5er171882,16585.119142743748
1ftne14w77da27632,3285.487994591772
jtlze4fe7dj031642,5497.1472527581755
2d4rn5d16ar459598,10025.096310015046
